x,y
0.0,1.7012804309739176
0.10101010101010101,1.3955771154635774
0.20202020202020202,1.7126382895290984
0.30303030303030304,1.5328684484399882
0.40404040404040403,1.7608950579758569
0.5050505050505051,2.167202430530365
0.6060606060606061,1.885202499846888
0.7070707070707071,3.144384456484833
0.8080808080808081,2.3924608722315894
0.9090909090909091,2.7740689452028535
1.0101010101010102,2.4838936139884673
1.1111111111111112,3.3523008527699676
1.2121212121212122,2.804549946197257
1.3131313131313131,3.9374851003094915
1.4141414141414141,3.393660601746417
1.5151515151515151,3.905424691140918
1.6161616161616161,3.739074013482834
1.7171717171717171,4.152271825450107
1.8181818181818181,5.667786030544021
1.9191919191919191,4.931096035991074
2.0202020202020203,4.6545682941752045
2.121212121212121,4.3495588642653455
2.2222222222222223,4.317317536136062
2.323232323232323,3.9271053214144187
2.4242424242424243,5.90845001732055
2.525252525252525,4.568677830226018
2.6262626262626263,6.340119044155576
2.727272727272727,5.163165849380062
2.8282828282828283,5.666353637124687
2.929292929292929,5.933845570974104
3.0303030303030303,6.347923754368367
3.131313131313131,6.602815243728672
3.2323232323232323,6.533612285457801
3.3333333333333335,7.106426201416317
3.4343434343434343,6.693709532255218
3.5353535353535355,6.038614393565475
3.6363636363636362,6.8540917441008755
3.7373737373737375,7.522031253902206
3.8383838383838382,6.23032056786903
3.9393939393939394,7.401257353423311
4.040404040404041,7.762788849730155
4.141414141414141,7.6213328898804145
4.242424242424242,7.66255327398392
4.343434343434343,8.385296783600776
4.444444444444445,8.092940034240552
4.545454545454545,7.367013731490967
4.646464646464646,8.590587817769569
4.747474747474747,8.265778403359104
4.848484848484849,9.017415374761926
4.94949494949495,8.712536621233385
5.05050505050505,8.996462817095296
5.151515151515151,9.3916626055973
5.252525252525253,8.68227467268273
5.353535353535354,9.530872045153705
5.454545454545454,9.368825208120736
5.555555555555555,10.877581756561092
5.656565656565657,10.010641806233584
5.757575757575758,9.61045259214883
5.858585858585858,10.362273340518502
5.959595959595959,10.946317484715816
6.0606060606060606,10.973125593939752
6.161616161616162,11.01051116939846
6.262626262626262,10.33994952166549
6.363636363636363,10.63581492919154
6.4646464646464645,11.956843732969991
6.565656565656566,11.317230002638338
6.666666666666667,11.212165690753817
6.767676767676767,12.978637233249897
6.8686868686868685,12.344442195795196
6.96969696969697,11.395434102846107
7.070707070707071,11.668350363615515
7.171717171717171,12.462825563432942
7.2727272727272725,13.66144855796276
7.373737373737374,12.369415751478558
7.474747474747475,13.061903689782227
7.575757575757575,13.517681063278921
7.6767676767676765,12.595387164896538
7.777777777777778,12.59402760374576
7.878787878787879,13.681109080585179
7.979797979797979,13.291534379523497
8.080808080808081,14.218920854746306
8.181818181818182,13.461670702128224
8.282828282828282,13.631927925541738
8.383838383838384,13.688331398594753
8.484848484848484,14.980270249421427
8.585858585858587,13.654121296501307
8.686868686868687,14.27729356506147
8.787878787878787,15.012808276554514
8.88888888888889,15.183361883380982
8.98989898989899,14.916546314061124
9.09090909090909,15.027921605104686
9.191919191919192,15.511674970479984
9.292929292929292,14.946894610551245
9.393939393939394,14.857138087311384
9.494949494949495,15.219305663999208
9.595959595959595,15.254231390344906
9.696969696969697,16.17678320049036
9.797979797979798,16.108309443681655
9.8989898989899,16.924584067479117
10.0,16.66913738683316
