Unnamed: 0,Datetime1,DAYTON_MW,Datetime,Datetime_year,Datetime_month,Datetime_day,Datetime_hour,Datetime_dayofweek
-0.5287979588710994,-0.22318550363819603,19.05,2022-04-11 05:00:00,0.0,-0.46113498821740495,-0.5146695699757964,-0.9348619126263693,-1.5064788557197715
-1.3273526760693415,-0.22318550363819603,6.325,2022-02-06 07:00:00,0.0,-1.2156809778239448,-1.081968315727923,-0.6446873826667778,1.5029096683316956
-1.559006423887606,1.0802894392287021,23.3,2022-01-18 18:00:00,0.0,-1.5929539726272148,0.2795486740771809,0.9512725321109755,-1.0049141017111936
-0.8057413158133842,-1.0921687988827948,26.933,2022-03-20 01:00:00,0.0,-0.8384079830206749,0.5064681723780315,-1.5152109725455523,1.5029096683316956
-1.1847164358396685,1.2251199884361352,24.167,2022-02-17 17:00:00,0.0,-1.2156809778239448,0.16608892492675562,0.8061852671311798,-0.0017845936940379095
1.6164719169919746,0.935458890021269,19.35,2022-09-29 22:00:00,0.0,1.4252299857989448,1.5276059147318595,1.5316215920301586,-0.0017845936940379095
-1.6683261700490342,-1.5266604465050944,26.767,2022-01-10 00:00:00,0.0,-1.5929539726272148,-0.6281293191262217,-1.660298237525348,-1.5064788557197715
-1.5454715981723814,1.3699505376435686,21.75,2022-01-19 20:00:00,0.0,-1.5929539726272148,0.39300842322760626,1.241447062070567,-0.5033493477026157
-1.0457241871487097,1.6596116360584348,13.333,2022-02-28 20:00:00,0.0,-1.2156809778239448,1.4141461655814342,1.241447062070567,-1.5064788557197715
-0.6329120028343643,-1.381829897297661,26.433,2022-04-02 21:00:00,0.0,-0.46113498821740495,-1.5358073123296243,1.3865343270503627,1.0013449143231177
0.8231229019918958,-1.5266604465050944,23.083,2022-07-28 10:00:00,0.0,0.6706839961924048,1.4141461655814342,-0.20942558772739053,-0.0017845936940379095
-1.6802992851048095,-1.381829897297661,23.7,2022-01-09 01:00:00,0.0,-1.5929539726272148,-0.741589068276647,-1.5152109725455523,1.5029096683316956
